fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.35463743413651927,0.2501005186337087,-1.0008864431155404,-0.0022338408315060575,0.599242589610036,-0.17533348258777473,0.009029137968048976,0.21793277296942373,-0.4136944186273051,0.022238056502068785,-0.7759855647534694,6
-0.2996378320682008,-0.09566056703501248,-0.534055079722098,-0.6723860902832979,-0.09522948294976241,0.46792352900259393,1.734734688175366,-0.3380439659016725,0.5540872843373893,-1.0896647686013903,-0.8689068394215891,5
1.2953506279130402,0.883995842359697,-0.2747043222812967,0.14668888126889226,0.4473268237375799,0.10034809380809756,-0.3607649085049475,1.8858629895827124,-0.15561929783672243,1.9989541900193286,-0.4972217407491086,6
0.08535938241002997,-0.3261679574808263,0.19212704111214574,-0.18838724345700378,-0.18203849201973726,1.4787559757874589,0.3788231844410455,0.6728228320457854,0.16697460315151094,-0.7190304935669037,-0.5901430154172282,5
-0.9046334548197059,-0.3261679574808263,-0.1709640193049762,-0.5979247292330988,-0.203740744287231,0.19224195260672167,-0.3607649085049475,-0.944564044670136,0.5540872843373893,-0.3483962185324178,0.15322718192773102,6
-0.6296354444781126,-0.614302195538094,0.14025688962398541,-0.30007928503230236,-0.0735272306822687,1.754437552183331,0.8102495719928747,0.16738943307205645,0.8766811853256198,-0.8425752519117325,-0.9618281140897088,5
-0.35463743413651927,0.13484682341080165,-0.06722371632865556,-0.44900200713270066,0.05668628292269331,0.6517112465998421,-1.4085147068451043,-0.1560879422711166,-0.2846568582320152,-0.4101685977048322,-0.6830642900853496,5
-0.73963464861475,1.517891166085685,-1.0008864431155404,-0.37454064608250154,0.14349529199266817,-0.5429089177822711,-0.8230074665961932,-0.5402173254911417,0.6186060645350342,-1.1514371477738048,-0.40430046608098885,5
-0.07963942379492643,-0.7295558907610007,0.5552181015292676,-0.746847451333497,-0.6160835373696112,-0.5429089177822711,-0.5148457612020294,-0.23695728610693792,-0.2846568582320152,0.5164170898813836,-0.5901430154172282,5
-1.3996298734345742,0.5382347566909758,-0.8452759886510598,-0.5234633681828996,-0.4424655192296616,0.19224195260672167,-0.5456619317414458,-0.929401042700937,1.5863877674997287,0.022238056502068785,0.4319910059320918,6
1.1853514237764033,-0.038033719423558945,1.9038420402214349,-0.07669520188170521,0.4473268237375799,-0.9104843529767674,-0.9462721487538587,0.31901945276415833,-1.3814761215920024,0.022238056502068785,1.2682824779451725,7
-0.9046334548197059,1.402637470862778,-1.3121073520445021,-0.5234633681828996,-0.18203849201973726,-0.9104843529767674,-1.0387206603721078,-0.3380439659016725,1.5863877674997287,-0.16307908101517452,-0.45076110341504955,3
-0.9046334548197059,-0.21091426225791954,-1.0008864431155404,-0.30007928503230236,-0.485870023764649,0.19224195260672167,-0.3607649085049475,-0.5806519974090804,0.16697460315151094,-0.10130670184276008,-0.6830642900853496,5
-0.73963464861475,0.2501005186337087,-0.7415356856747392,-0.6723860902832979,-0.203740744287231,0.8354989641970904,-0.11423554418961654,-0.1914682801992849,0.2314933833491559,-0.4101685977048322,-1.14767066342595,5
-0.2996378320682008,-1.017690128818268,0.5033479500411073,-0.37454064608250154,-0.09522948294976241,0.7436051053984662,0.3788231844410455,-0.13587060631220335,0.2314933833491559,-0.4101685977048322,-0.9618281140897088,6
0.3053577906833048,-1.3634512144869888,0.9183091619463897,-0.5979247292330988,-0.42076326696216787,-0.8185904941781434,-1.0387206603721078,-1.5814101273770536,-0.34917563842966015,-0.6572581143944892,1.7328888512857727,7
-0.9046334548197059,0.9128092661654237,-1.0527565946037007,-0.07669520188170521,0.05668628292269331,0.10034809380809756,1.1184112773870385,-0.43913064569640703,0.2960121635468037,-0.7190304935669037,-0.3113791914128692,5
0.9653530155031285,-0.4990485003151869,0.6589584045055883,0.07222752021869311,0.12179303972517445,-0.2672273413863988,0.19392616120454723,0.8446701876968566,-0.542731979022598,-0.10130670184276008,-0.40430046608098885,7
0.5803558010248981,-1.2481975192640822,1.488880828316153,0.22115024231909108,-0.13863398748474984,-0.9104843529767674,-0.8846398076750259,-0.13587060631220335,-0.994363440406124,1.6283199149848426,1.175361203277051,8
0.030359780341711492,1.3161971994455979,-0.8452759886510598,-0.44900200713270066,0.07838853519018703,0.008454235009473465,0.5329040371381274,-0.08532726641477996,-0.7362883196155385,1.0105961232606984,-0.7759855647534694,5
-0.6296354444781126,1.2009435042226908,-1.1564968975800214,-1.8637678670864835,-0.008420473879787845,-1.0942720705740157,-1.0695368309115243,-0.23695728610693792,0.6831248447326821,-1.6456161811531196,0.4319910059320918,5
-0.13463902586324492,0.16366024721652842,-0.4821849282339378,-0.44900200713270066,-0.13863398748474984,-0.2672273413863988,-0.32994873796553115,0.268476112866791,-0.026581737441429654,-0.4101685977048322,-1.3335132127621891,6
-1.1246318630929808,0.4806079090795222,-0.89714614013922,-0.6723860902832979,-0.8331060600445481,-0.3591212001850229,-0.6072942728202786,-1.8240181588844053,1.5863877674997287,-0.904347631084147,1.5470463019495315,5
-1.0146326589563435,-0.038033719423558945,-0.6377953826984186,0.3700729644194894,-0.485870023764649,-0.3591212001850229,-0.5764781022808622,-1.9048875027202266,0.16697460315151094,-0.4101685977048322,2.197495224626373,6
